8932.8404	6.476
8932.8488	6.468
8932.855	6.478
8932.8606	6.503
8932.8731	6.518
8932.8815	6.526
8932.8919	6.552
8932.8981	6.547
8932.9037	6.556
8932.9099	6.565
8932.9176	6.561
8932.9232	6.571
8932.9294	6.564
8932.9391	6.576
8932.9447	6.572
8932.9509	6.568
8932.96	6.575
8932.9662	6.562
8978.6662	6.405
8978.671	6.409
8978.6738	6.415
8978.6766	6.417
8978.6787	6.432
8978.6808	6.447
8978.6828	6.445
8978.6898	6.451
8978.6926	6.457
8978.6988	6.474
8978.7009	6.473
8978.703	6.48
8978.7044	6.481
8978.7148	6.506
8978.7162	6.506
8978.7176	6.517
8978.7197	6.517
8978.7252	6.526
8978.728	6.528
8978.7294	6.541
8978.7315	6.54
8978.737	6.551
8978.7391	6.549
8978.7412	6.549
8978.7426	6.553
8978.7488	6.552
8978.7509	6.556
8978.7523	6.564
8978.7544	6.576
8978.7558	6.565
8978.7745	6.567
8978.7773	6.563
8978.7787	6.566
8978.7794	6.566
8978.7815	6.575
8978.7828	6.576
8978.7891	6.578
8978.7905	6.583
8978.7926	6.576
8978.794	6.584
8978.796	6.583
8978.8127	6.541
8978.8155	6.542
8978.8183	6.539
8978.8197	6.533
8978.8224	6.539
8978.8252	6.535
8978.8266	6.542
8978.828	6.549
8978.8377	6.519
8978.8398	6.521
8978.8419	6.512
8978.8433	6.512
8978.8495	6.5
8978.853	6.508
8978.8551	6.49
8978.8565	6.493
8978.8585	6.487
8978.8599	6.477
8978.862	6.475
8978.869	6.46
8978.8704	6.464
8978.8724	6.45
8978.8787	6.436
8978.8808	6.436
8978.8822	6.435
8978.8842	6.439
8978.8912	6.424
8978.8981	6.395
8978.9023	6.388
8978.9072	6.39
8978.9085	6.376
8978.9106	6.382
8978.9169	6.359
8978.9189	6.362
8978.9204	6.361
8978.9266	6.368
8978.9287	6.373
8978.9335	6.368
8978.9349	6.353
8978.9363	6.349
8978.9544	6.35
8978.9565	6.37
8995.7335	6.359
8995.7405	6.345
8995.7454	6.346
8995.7488	6.346
8995.7585	6.342
8995.7606	6.35
8995.762	6.356
8995.7641	6.35
8995.7662	6.35
8995.771	6.353
8995.7731	6.351
8995.7745	6.351
8995.7759	6.361
8995.778	6.352
8995.7829	6.353
8995.7849	6.348
8995.787	6.352
8995.7884	6.356
8995.7898	6.35
8995.8292	6.342
8995.8113	6.35
8995.8127	6.349
8995.8141	6.342
8995.8155	6.34
8995.8217	6.351
8995.8238	6.346
8995.8245	6.348
8995.8266	6.35
8995.828	6.35
8995.8335	6.35
8995.8356	6.361
8995.837	6.358
8995.8391	6.359
8995.844	6.357
8995.8454	6.372
8995.8474	6.345
8995.8488	6.351
8995.8544	6.344
8995.8558	6.363
8995.8579	6.347
8995.8627	6.343
8995.8641	6.343
8995.8655	6.355
8995.8669	6.35
8995.8738	6.333
8995.8752	6.34
8995.8766	6.346
8995.8815	6.374
8995.8835	6.366
8995.8849	6.375
8995.8933	6.367
8995.8954	6.332
8995.8967	6.355
8995.903	6.365
8995.9051	6.361
8995.9065	6.348
8995.9099	6.343
8995.912	6.351
8995.9179	6.361
9016.8015	6.36
9016.8036	6.355
9016.8064	6.35
9016.8126	6.357
9016.8147	6.345
9016.8161	6.355
9016.8189	6.358
9016.8203	6.351
9016.8286	6.377
9016.8307	6.386
9016.8321	6.375
9016.8411	6.384
9016.8439	6.393
9016.8453	6.388
9016.8466	6.399
9016.8522	6.375
9027.6034	6.347
9027.6048	6.349
9027.6117	6.35
9027.6131	6.351
9027.6145	6.356
9027.6221	6.359
9027.6235	6.36
9027.6249	6.356
9027.6263	6.361
9027.6284	6.359
9027.6332	6.355
9027.6339	6.345
9027.636	6.356
9027.6374	6.348
9027.6423	6.36
9027.6444	6.364
9027.6457	6.352
9027.6534	6.353
9027.6548	6.36
9027.6589	6.363
9027.6603	6.36
9027.6652	6.354
9027.6666	6.35
9027.6707	6.353
9027.6721	6.351
9027.6735	6.353
9027.6784	6.352
9027.6798	6.354
9027.6812	6.346
9027.6853	6.362
9027.6867	6.354
9027.6895	6.357
9027.6937	6.355
9027.6951	6.363
9027.6971	6.364
9027.7006	6.367
9027.7027	6.367
9027.7041	6.349
9027.7152	6.355
9027.7173	6.348
9027.7187	6.361
9027.7228	6.353
9027.7242	6.359
9027.7256	6.353
9027.7297	6.366
9027.7319	6.365
9027.7332	6.359
9027.7381	6.365
9027.7402	6.363
9027.7416	6.366
9027.7464	6.368
9027.7485	6.358
9027.7506	6.364
9027.7548	6.361
9027.7562	6.361
9027.7576	6.355
9027.7631	6.358
9027.7645	6.361
9027.7659	6.364
9027.7701	6.364
9027.7728	6.361
9027.7742	6.362
9027.7791	6.362
9027.7819	6.356
9027.7832	6.37
9027.7874	6.35
9027.7902	6.353
9027.7916	6.343
9027.7978	6.359
9027.8006	6.351
9027.802	6.362
9027.8193	6.355
9027.8214	6.347
9027.827	6.344
9027.8305	6.339
9027.8374	6.349
9027.8451	6.357
9062.5936	6.373
9062.5956	6.369
9062.5977	6.366
9062.5991	6.362
9062.6081	6.362
9062.6102	6.358
9062.6116	6.364
9062.6206	6.364
9062.6227	6.36
9062.6241	6.365
9062.6238	6.368
9062.6359	6.36
9062.6373	6.357
9064.6845	6.36
9064.6866	6.363
9064.6922	6.372
9064.6949	6.349
9064.6963	6.353
9064.7019	6.364
9064.7047	6.383
9064.7068	6.389
9064.7123	6.42
9064.7151	6.433
9064.7165	6.447
9064.7186	6.461
9217.9281	6.366
9217.9385	6.355
9217.9489	6.378
9217.9572	6.383
9217.9663	6.374
9217.9753	6.356
9217.985	6.363
9217.994	6.362
9218.0017	6.368
9247.801	6.334
9247.8097	6.341
9247.8174	6.316
9255.797	6.861
9255.8026	6.868
9255.8074	6.839
9255.8116	6.822
9255.8144	6.802
9255.8186	6.75
9255.8206	6.722
9255.822	6.725
9255.8262	6.675
9255.9199	6.339
9255.9243	6.345
9255.929	6.34
9255.9331	6.353
9278.7156	6.901
9278.7218	6.884
9278.7267	6.851
9278.7316	6.827
9278.7336	6.796
9278.7392	6.743
9278.7441	6.708
9278.7489	6.659
9278.7788	6.442
9278.7829	6.413
9278.7878	6.386
9278.7934	6.378
9278.8267	6.349
9278.8371	6.362
9278.8447	6.361
9278.8517	6.363
9278.8725	6.367
9278.8774	6.365
9278.8822	6.364
9278.8927	6.361
9278.8975	6.356
9278.9045	6.36
9278.9121	6.363
9278.9197	6.36
9300.8628	6.355
9300.8711	6.353
9300.8774	6.364
9300.8836	6.365
9300.8899	6.357
9300.8954	6.362
9300.9024	6.365
9300.9079	6.357
9300.9156	6.354
9300.9232	6.359
9300.9288	6.358
9300.9343	6.361
9300.9406	6.364
9300.9461	6.353
9300.9517	6.36
9300.9635	6.359
9300.9677	6.362
9385.6465	6.577
9385.6542	6.645
9385.659	6.69
9385.6632	6.734
9385.6681	6.78
9385.6722	6.818
9385.6764	6.846
9385.6806	6.868
9385.6827	6.886
9385.684	6.882
9385.6861	6.894
9385.6903	6.887
9385.691	6.888
9385.6931	6.881
9385.6938	6.879
9385.6986	6.855
9385.7007	6.836
9385.7042	6.811
9385.7083	6.777
9385.7139	6.724
9385.7195	6.67
9385.7264	6.604
9385.7327	6.557
9385.7368	6.513
9385.7417	6.472
9385.7465	6.443
9385.7514	6.415
9603.9469	6.365
9603.95264	6.36
9603.9585	6.353
9603.96411	6.364
9603.97498	6.347
9603.98053	6.355
9603.98645	6.35
9605.94537	6.364
9605.95093	6.354
9605.96063	6.342
9605.96759	6.354
9605.97078	6.352
9605.97784	6.354
9605.98804	6.355
9648.94983	6.362
9648.95471	6.361
9648.95953	6.364
9648.9649	6.356
9654.89801	6.364
9654.90411	6.356
9654.90967	6.361
9654.91541	6.36
9654.92059	6.362
9654.92651	6.365
9654.93243	6.365
9654.93848	6.366
9654.9444	6.366
9655.79236	6.368
9655.79773	6.37
9655.80408	6.378
9655.80975	6.376
9655.81549	6.373
9655.82096	6.371
9655.82764	6.362
9655.83282	6.357
9655.8382	6.369
9655.84393	6.373
